NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.7591815,754.621145571217,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.6050503,726.334985196156,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.7226543,684.048676183642,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.6712718,751.819454331141,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.6408478,664.122720615077,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,6.0189375,695.005360614516,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,16.4212178,735.60075804992,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.5737856,729.809545469937,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,scramble,5.6185949,755.341680407382,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.4937248,1159.47132355494,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.1755726,1094.02060113503,300
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.1822548,1145.14099158283,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.3876566,1069.7008169484,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.115344,1138.0144195641,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5912523,1072.6305613948,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.8263345,1134.02568251912,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.407451,1116.68308273614,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.6025788,1116.65894993494,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5305982,1056.95293594529,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.274612,1159.47132355494,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.917903,1094.02060113503,300
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.280763,1145.14099158283,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.0407551,1069.7008169484,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.4277587,1138.0144195641,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.676153,1072.6305613948,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.640972,1134.02568251912,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.8141927,1116.68308273614,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.7795833,1116.65894993494,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.4230028,1056.95293594529,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.6903362,1159.47132355494,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.3607371,1094.02060113503,300
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.9034348,1145.14099158283,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.6087367,1069.7008169484,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.2888201,1138.0144195641,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5698903,1072.6305613948,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5571367,1134.02568251912,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.4084722,1116.68308273614,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5360275,1116.65894993494,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.5002937,1056.95293594529,300
1,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.0353757,674.931887416657,300
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.0122754,674.035050260697,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.2992856,643.852333165983,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,8.4214548,681.583144359042,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,8.3176819,668.864692175711,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,8.0054462,685.207218888257,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.4851501,672.093389100601,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.3669895,684.521977139758,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.3383556,646.29702893749,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,7.1243329,666.887502258088,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1720629,2025.57896891221,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.4979765,2031.41926629226,300
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.7600838,2026.79513973261,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.5339596,1990.7905545306,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.2869455,2053.72174815548,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.25295,1838.08239307421,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.6796391,2067.93364744236,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1646949,1979.60829742911,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1698179,1945.13114639067,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.2144773,1951.14632577767,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.8624801,2025.57896891221,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.9419683,2031.41926629226,300
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.912546,2026.79513973261,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.3798471,1990.7905545306,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1158185,2053.72174815548,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.9705891,1838.08239307421,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.013945,2067.93364744236,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1816281,1979.60829742911,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.3757246,1945.13114639067,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.2580388,1951.14632577767,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.5156358,2025.57896891221,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.3003533,2031.41926629226,300
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.2995372,2026.79513973261,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.3580449,1990.7905545306,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,7.2557835,2053.72174815548,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,7.7436491,1838.08239307421,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.399537,2067.93364744236,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.3580743,1979.60829742911,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.0555549,1945.13114639067,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.2567673,1951.14632577767,300
1,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.0638648,734.783623466057,300
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.0450651,732.095477181107,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.1458323,686.249346879427,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.6460843,703.77622445859,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.9554862,730.929506871814,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,6.4111802,721.518254476475,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.9020749,748.555457924833,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.6223505,736.893998234893,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.9104186,720.420138434913,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,insert,5.628874,736.536098942051,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.6150982,1106.04157694934,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.2282232,1132.59269836008,300
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4393965,1136.41009783621,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3146044,1160.0646347361,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.524631,1146.27137562067,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4686782,1113.68000334534,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.127144,1117.59409340563,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.1173146,1146.4072303113,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.8495758,1143.90445066068,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4198462,1152.8130611834,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3218446,1106.04157694934,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3786278,1132.59269836008,300
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.4279404,1136.41009783621,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3959069,1160.0646347361,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.563586,1146.27137562067,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.0109817,1113.68000334534,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.8996605,1117.59409340563,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.5081005,1146.4072303113,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4629151,1143.90445066068,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3095843,1152.8130611834,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.349972,1106.04157694934,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4235107,1132.59269836008,300
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4102791,1136.41009783621,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.5383998,1160.0646347361,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.9011798,1146.27137562067,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3947062,1113.68000334534,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.3851749,1117.59409340563,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.1134053,1146.4072303113,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.7204875,1143.90445066068,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.4692065,1152.8130611834,300
1,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.2878615,669.105336752222,300
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.1292742,666.012482185678,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.3824774,667.464651905201,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.3461842,674.739990412647,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.5609196,657.910381387261,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,6.8261509,665.685751773612,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.5047689,674.002133782129,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.6131816,665.950274908222,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.5732358,663.555330655177,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,insert,7.5357448,647.832894207793,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.152712,1941.18577230251,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.1210185,1975.64425331334,300
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0687749,1993.3280552637,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.06668,1910.85655136559,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.6960234,1888.59441205189,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0965091,1858.86435025719,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.9894219,1926.81736709043,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.5191453,1914.78133174234,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.8137796,1913.3899880822,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.9710029,1964.48484721327,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.7601004,1941.18577230251,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.8998125,1975.64425331334,300
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.745825,1993.3280552637,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.5552719,1910.85655136559,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.1905234,1888.59441205189,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.966177,1858.86435025719,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.8773578,1926.81736709043,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.9541914,1914.78133174234,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0004881,1913.3899880822,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.9574924,1964.48484721327,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0995646,1941.18577230251,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.3147693,1975.64425331334,300
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.859448,1993.3280552637,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.92093,1910.85655136559,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.7779622,1888.59441205189,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.8118268,1858.86435025719,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.5295472,1926.81736709043,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.1393002,1914.78133174234,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.017071,1913.3899880822,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.1318377,1964.48484721327,300
1,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0246887,745.416913243764,300
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.4379034,763.679516771967,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.8642915,711.230866082969,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.6328742,713.788739735922,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.7489058,762.465254542976,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.4346283,729.637833915345,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.8577668,714.746852411409,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,5.7960898,722.749844837375,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.2877707,735.286861202685,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,1,2,swapping,6.0713578,714.998304747765,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,10.0541995,1121.99189402253,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.2178826,1161.81871027641,244
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9651718,1074.51933363428,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9746461,1090.65494077945,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9485039,1102.8608753114,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9327613,1148.525161584,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9198856,1124.66879752462,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.9262935,1148.70554104523,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.992053,1067.52496635658,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.5566044,1095.85447607377,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.1008439,1121.99189402253,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.589452,1161.81871027641,244
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.2905006,1074.51933363428,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.8068971,1090.65494077945,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.2773609,1102.8608753114,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.7584113,1148.525161584,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.1258135,1124.66879752462,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.7889198,1148.70554104523,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,9.3118041,1067.52496635658,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.5897664,1095.85447607377,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.1359764,1121.99189402253,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,5.4075965,1161.81871027641,244
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.2727211,1074.51933363428,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.221268,1090.65494077945,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.5067263,1102.8608753114,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.1980266,1148.525161584,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.0722523,1124.66879752462,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.4264803,1148.70554104523,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.2701356,1067.52496635658,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,6.1374114,1095.85447607377,300
1,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.3799106,668.66755506495,300
2,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.3329899,682.904758898327,300
3,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.5547143,655.606527431972,300
4,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.1965434,655.430767385592,300
5,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.3955342,673.814556836381,300
6,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,8.4812911,656.714693914037,300
7,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.3399138,672.389822090085,300
8,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.3437926,661.855213021787,300
9,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.7254213,680.268810505936,300
10,uhx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,swapping,7.6157719,678.587538071894,300
